Comments,HateSpeech,Emotion
??????? ??? ??? ???? ??????? ???? ???? ?????? ???? ????????,hate,angry
?? ???????? ?????? ??? ???? ?????? ???,hate,angry
??????? ???????? ? ????? ???? ????? ???? ????? ??? ??? ???? ????,hate,sad
?? ???????? ?? ???? ??????? ???? ????????,hate,angry
??? ??? ??????? ????? ??? ????,nonhate,angry
???? ?? ???????? ?????? ???? ???,nonhate,angry
???????????? ????? ???? ???? ,hate,happy
??? ??????? ???? ??????????? ???? ????????? ????,hate,angry
"?? ???? ??? ?? ??? ?? ???????, ??? ?????? ???? ???? ????",hate,angry
???? ???? ???? ??????? ?????? ??????? ?? ????? ???? ???? ????,hate,sad
 ????? ??????? ?? ?? ?? ??? ?????? ???? ????? ?????? ?????,hate,sad
"? ???? ??? ????? ?????, ?????? ????? ???? ?????????? ????? ????????",hate,sad
??? ??????? ????? ?????,hate,sad
??? ??? ??? ??? ??? ?? ????? ???? ??? ?? ?????. ?????? ???? ???? ???? ????,hate,sad
?????? ??? ????? ???? ???? ????? ??? ???? ??? ??? ?????,hate,angry
??? ???? ??? ??????? ???,hate,angry
??? ????? ????? ????,hate,angry
??? ????? ??? ??? ???,hate,sad
??? ???????? ?????,hate,sad
????? ???? ??? ??????? ??? ?????????? ?????,hate,angry
??? ?????????? ??????? ??????,hate,sad
?? ???????? ??? ????? ????? ???? ?? ????? ????? ????? ??? ??????? ??? ??? ??? ,hate,sad
?? ?????????? ?????? ??????? ????? ??? ?????????,nonhate,angry
??? ?????? ???? ??????? ???,hate,angry
"?????? ??????? ??? ?? ????? ???? ??? ???, ??? ???? ????? ????????? ??????? ??? ?????????? ????? ????? ",hate,angry
" ??????????? ??? ??? ???????, ?????? ??? ???? ????? ????? ?? ??? ?????? ???? ????? ??? ?????? ??? ???? ????, ",hate,sad
??? ????? ???? ????? ????? ??? ???? ???? ???? ?? ??? ???? ????? ??? ????? ??????,hate,angry
????? ??????? ????,hate,angry
???? ?????? ? ??? ????,hate,angry
??? ?? ??????? ???,hate,sad
?? ?? ?? ??! ???????? ?? ????? ??? ?????? ????? ????? ???? ????,hate,sad
??? ???? ????? ?????? ??? ?????? ????? ??? ??,nonhate,sad
?? ?? ?????? ?? ??? ??????? ???? ?????????  ?????? ,hate,angry
?????? ???? ???? ?????,hate,happy
?? ?? ?? ??? ??? ???? ???? ???,hate,angry
????? ?? ?????? ???? ??? ????? ?????? ??,hate,sad
?????? ???? ???? ???? ???? ???? ???? ????? ,hate,angry
??? ????? ????? ,hate,angry
????? ???? ?? ???,hate,sad
"???? ???, ??????? ????????? ?????????? ???????? ??????? ??????????",hate,sad
???????? ??? ???? ????????? ??? ?? ???? ????? ??????? ??????? ???? ??????? ???????? ???? ????,nonhate,angry
?????? ????? ????? ??? ??? ?????? ????? ??? ,hate,angry
??????????? ???????,hate,angry
??????? ?????? ????? ?????? ??? ??????? ???,hate,angry
??? ??? ??????? ?????? ???? ????? ????? ??? ???,hate,angry
?? ??????? ???? ?????? ??????? ????? ???????? ???? ???? ??????? ??? ???,hate,angry
?????? ???? ??????? ?????????,hate,angry
????? ??? ??? ??? ???? ???? ???? ?? ???? ??????? ???,hate,sad
???? ?? ???? ???? ?????,hate,angry
????????? ???????,hate,angry
"???? ????? ???? ??? ????? ?????, ????? ????? ????",hate,sad
???????? ???? ?????? ????,hate,angry
?????????????? ??????????,hate,angry
????? ???? ???? ????? ???? ???? ??? ??????????,hate,angry
?????? ???? ?????? ??? ,hate,angry
???? ?????? ?????? ???? ?????,hate,angry
"??????? ???? ??????? ?????? ???? ????????? ??????? ??????, ??? ?????? ?? ?????",hate,sad
????? ??? ?? ???? ????????? ????? ???????????? ??!,hate,sad
"???, ??????????",hate,angry
??????? ?????? ?????? ????? ,hate,angry
??????? ??????,hate,angry
"?????? ???, ????? ???? ??? ??? ??????? ?????? ???? ????? ????? ??????",hate,sad
??????? ?????? ??????,hate,angry
?? ???????? ??????,hate,angry
"? ??? ??????? ?????, ????? ?? ???",hate,angry
???? ???? ???? ????? ?????,hate,angry
??? ?? ?????? ???? ???? ???? ??? ???? ???,hate,angry
?????? ????? ???? ??? ?????? ????? ????? ???? ?????? ????,hate,sad
??? ??????? ???? ?????? ??? ??? ??? ?????,hate,angry
"??? ????? ????? ???? ???? ???? ?????? ??? ?? ?? ?????? ????? ???? ??? ????,",hate,sad
"????? ?????? ?????? ????, ??? ? ???? ????? ???",hate,angry
"??? ??????? ????? ???? ????, ????? ?? ?????? ???? ??? ???? ?? ??? ????????? ???? ????? ? ???? ???? ??? ????? ???? ??????? ???,",hate,sad
??? ???? ????? ????? ???? ?? ?? ,hate,sad
??????? ??? ?????? ????? ? ??????? ????,hate,sad
????? ????????? ???? ?????? ???? ??? ???? ???? ?????,hate,angry
??? ?? ????????? ?????? ?? ????? ???? ??????? ????.,hate,sad
?? ????? ???????? ???? ??? ?? ?? ????? ??????? ???? ???? ???,hate,sad
?????? ???? ?????? ?? ???? ???? ?????? ?? ?????????,hate,sad
?? ??? ??? ????? ??? ????? ??? ??,hate,sad
????? ?? ???? ????? ????? ???,hate,angry
? ?? ?????? ???? ???? ?? ?????? ???? ?????,hate,angry
???????? ????????? ???? ??????? ????,hate,angry
???? ???? ?? ?????????.,hate,angry
??? ??? ??? ???? ?? ????? ??? ????????? ??? ????? ??????,hate,angry
?? ?????? ????? ????? ????????,hate,angry
??? ???? ???? ????????? ????? ????? ????,hate,sad
??? ????? ???? ??? ?????  ?? ????? ???? ?????? ????? ???? ????? ????? ??? ??,hate,sad
?? ??????? ?????? ??????? ,hate,angry
???? ??? ????? ,hate,angry
??? ?? ?? ???? ????,hate,angry
?? ?? ?? ?? ?? ????,hate,angry
"???? ???????? ????? ???, ????? ?????????? ???? ????",hate,sad
???? ?????? ??????? ????????? ??? ???? ,hate,angry
??? ?? ???? ?????? ???????? ??????? ?????? ?????,hate,angry
"???? ??????? ??, ??? ????? ???  ??????? ??",hate,sad
?????? ????? ???? ??? ??? ??????? ???? ????? ??????,hate,angry
???? ????? ??????? ???? ??? ??? ?????? ?????? ??????? ???,hate,angry
?????? ???? ?????? ???????! ?? ????????? ????? ? ???? ??????? ??? ????? ??? ???!,hate,sad
???? ??? ??? ??? ??????? ????? ?????? ??? ??? ,hate,angry
"????????? ????, ??? ??? ????? ??????? ?????? ??????? ?? ???? ???????? ?????? ?? ????? ",hate,angry
????? ???? ?????? ,hate,angry
??????? ???? ????? ???? ??? ???? ?????? ???????? ???? ???? ?????? ??? ????? ???? ??,hate,angry
???? ????? ?????? ??? ????????????? ??????? ???????? ??? ??? ???? ??? ????? ?? ???????? ????? ???,hate,angry
??????? ??????? ?? ??????? ?????? ???? ???? ????? ???? ??? ,hate,angry
????? ????? ?? ???????? ?????? ????  ???,nonhate,angry
?? ????? ????? ???,hate,angry
??????? ???????? ????? ??????? ????? ???? ??? ,hate,angry
?????? ??????? ???? ????? ?????? ??? ?????? ???? ????? ??? ??????,hate,angry
???? ???? ???? ???? ??????? ??? ???????,hate,angry
?????? ?????? ?????? ???? ??? ,hate,angry
?? ?????? ?? ?? ????,hate,angry
??????? ???? ?????,hate,angry
???? ??? ???,hate,angry
???? ?? ?? ???? ??? ????? ???? ???? ,hate,happy
???????? ??????? ????? ????,hate,angry
?????? ??? ??? ??? ????? ?? ????? ,hate,sad
?????? ????? ?? ????? ??? ???,hate,angry
??????????????? ??????????????? ???? ???? ,nonhate,sad
"??? ????, ??? ????? ???? ?????? ???? ????????",nonhate,sad
??? ???????? ?????? ???? ??? ???? ????? ????? ??? ??????,nonhate,angry
??? ????? ????? ???? ???? ?????? ????? ???? ????,hate,angry
????? ?????? ???? ??????? ?????,hate,sad
???? ??????? ???? ???? ??? ??? ?????? ?????? ?? ?????? ??? ,hate,angry
??? ????? ???????? ????,hate,angry
"????? ??? ????? ???? ????, ???? ???? ?? ?? ??",hate,sad
??? ???? ????,hate,angry
????? ??? ?? ????????? ???? ????? ??? ??? ????? ??? ??????? ,hate,angry
????? ??????? ???? ???????? ??? ??? ,hate,angry
?????? ?? ???? ?? ?? ????????? ?? ????????? ???????????,hate,sad
?????? ??? ?????? ???? ???? ????,nonhate,sad
??? ?? ??? ????? ?? ???? ????? ??????,hate,angry
"??????? ?? ???? ????? ????? ???,",hate,sad
??? ??? ??? ???? ???? ???????? ???,hate,sad
??? ?? ????? ??????? ??? ???,hate,sad
"??? ???, ????? ? ???",hate,sad
"???? ???? ???? ???? ??? ??????, ???? ???? ????",hate,sad
????? ???? ?????? ???? ????  ????? ??? ?????? ???????? ??,nonhate,sad
?????? ????? ????? ?????? ????,hate,sad
????? ???? ?????? ???? ????? ???? ?????? ??? ??? ?????,hate,sad
??? ??????? ???????? ?? ?? ????? ????????,hate,sad
?? ????????? ?????? ?? ???? ??? ????? ??? ???? ?????? ??? ??? ?????? ?? ???? ???,hate,angry
?????? ????? ?????? ???? ??? ?????????,hate,sad
???? ???? ???? ???? ???????? ??? ??? ???? ??? ???? ???,hate,angry
???????? ????????,nonhate,sad
????? ????? ????? ????? ??? ???? ?????? ????? ???? ???? ???????,hate,sad
???????? ????? ??????? ???????,hate,sad
????? ?????? ???? ?? ??? ?? ??? ???? ???? ,nonhate,sad
???? ???? ???????? ??? ?? ???  ??? ???? ??? ???? ???,nonhate,angry
????????? ?????? ??? ?? ?? ???? ??????? ??????? ?? ????? ??? ???,hate,sad
????? ????? ??? ????? ?????? ????? ????,hate,angry
????? ????? ???????? ??? ??? ??? ??? ????? ??? ????? ??? ,hate,sad
????? ???????? ???? ?????? ?? ???? ??????? ???? ??????,hate,sad
???????? ??? ???? ?????? ????! ,hate,angry
???? ????? ????? ???? ????? ????? ????! ????? ???????!,hate,sad
"????? ?????? ??? ??? ???? ????? ???, ?? ????? ?? ????? ????? ?????,",hate,sad
"???, ?????? ????? ????? ?? ????? ????? ???? ????? ???? ????? ??? ???? ??? ?????? ????????",hate,sad
????? ???? ?????? ????? ????,nonhate,angry
????????? ???? ???? ??????????? ????????? ??????? ????? ?????,nonhate,sad
?????????? ????? ???? ????????,hate,sad
??? ??? ???? ??????? ????? ???? ?????? ????? ?? ????? ???? ?????? ?????,hate,sad
?? ????? ??????? ?????????,nonhate,angry
?? ??????? ?? ?? ???? ????? ??? ????? ???,hate,angry
"?, ??? ????? ????? ???? ???? ???? ????? ??? ????, ??????? ????? ????,",hate,angry
????? ?????? ???? ??? ????? ???? ????? ??? ????? ???? ????,hate,angry
????? ?????? ?????????? ??? ???? ?? ???,hate,angry
?? ?????? ????? ????? ???? ???? ???? ??? ???? ???,hate,angry
????? ?????? ?????,hate,angry
?? ????? ??????? ???? ???,hate,angry
?????? ?????? ????????? ??? ????? ?? ??????? ????? ?????,hate,sad
?? ?? ????? ?????????,hate,sad
?? ????? ???? ????? ?? ???? ??? ????,hate,angry
?? ???? ???? ???? ?? ???? ????? ???? ??? ??,hate,sad
????? ??????? ???????? ??? ????? ???? ,hate,sad
?? ???? ???? ????????? ???????? ??????,nonhate,sad
?? ?????? ?? ??? ??????? ??????? ???????,hate,angry
???? ???? ??? ??? ?? ?? ??????,hate,sad
??????? ?? ?????? ?????,hate,angry
????? ??? ??????? ???? ? ???? ??? ??? ???? ????? ????,hate,angry
???? ?????,hate,angry
?????? ????? ???,hate,angry
???? ????? ???? ???? ???,hate,angry
?? ?????? ???? ?? ???? ???? ???-????? ????? ?????? ????,nonhate,sad
??? ????? ?? ??,nonhate,sad
????? ???? ???? ????? ???? ???? ???????? ??? ???? ??????,hate,angry
???? ?? ????,nonhate,sad
??? ??????? ???? ?? ?? ?? ???????,hate,sad
??????? ?????? ?????? ???? ??? ???? ???,hate,angry
"?????????? ??????? ???????? ???????? ??????, ???? ????? ????? ??? ????? ????,",hate,sad
???? ???? ???????? ??? ?? ????????,hate,sad
?????? ??? ??? ???? ???? ???,nonhate,sad
??? ???? ?????? ?????? ?? ?????? ???? ??????? ??????? ???,hate,sad
?? ??????????? ????? ?????? ??? ????? ????? ??? ????,hate,angry
?????? ???? ??????,hate,angry
? ??? ???????? ??????? ??? ??? ? ???? ???? ,hate,sad
"?????? ?? ?? ???????, ?????? ????? ????? ?? ????? ????? ??? ??",hate,angry
"???? ???? ?????? ????? ?????????? ??????? ???? ??? ????? ????,",nonhate,happy
??????? ???? ????,hate,sad
???? ?? ????? ??? ?? ??? ????????? ???? ?? ????? ?????,nonhate,sad
"?? ?? ??,  ???? ???? ?? ????, ",hate,sad
????? ?????????? ???? ????? ???? ???? ??? ??? ,hate,sad
???? ???? ???? ??? ??? ??? ??????? ???? ??? ???? ?? ????,hate,sad
?? ??? ???,hate,angry
? ???? ??? ?????? ??????? ?? ?????? ?????,hate,sad
???????? ???? ??? ??? ?????  ????? ???? ???? ??? ???,nonhate,happy
????? ??? ???????? ???  ??? ???,hate,sad
???? ?? ??? ??? ??? ??? ???? ??? ,nonhate,angry
??? ??????? ??? ??? ???? ??? ???? ?? ????,hate,sad
???? ????? ???????? ?? ????? ?????? ?????  ???? ?????? ???,hate,sad
???????? ????? ????? ??? ??????,hate,sad
?????? ?? ????? ?????? ????? ???? ?? ???? ? ????,hate,sad
??? ?? ?????,hate,angry
????? ???? ????? ???  ????? ???? ???? ?? ???? ????,hate,sad
??? ???? ??????? ???? ???? ??????? ???,hate,angry
???? ??? ?????? ?? ??? ?? ??,hate,sad
??????? ???? ???,hate,angry
??? ??? ????? ???? ???? ,hate,angry
?????? ????? ??????,hate,sad
??? ?? ????? ??? ??? ??,hate,sad
?????? ????? ??? ??? ???? ???? ,hate,angry
????? ???? ???,hate,angry
?????? ??????  ??? ?????? ?????? ?????,hate,angry
?????? ?????? ????? ???? ????,hate,sad
???????? ?????? ,hate,angry
??????? ??? ?? ????? ??????,hate,sad
???????? ?????? ???? ???? ?????? ?????? ?????? ????,hate,sad
"???? ??? ?????? ????? ????, ?? ???? ??? ??????? ?????? ????? ??? ??? ?????? ???????? ???? ???? ?? ????",hate,angry
"?????? ???? ????? ??? ??? ?? ??????, ?????, ?? ????? ?? ????? ???? ???? ??? ????, ?????? ????? ????",hate,angry
??? ??? ??? ?? ??? ???????? ?????,hate,sad
?? ?????? ??? ????? ????,hate,angry
??????? ???? ????? ?????? ??? ????,hate,angry
??? ??????? ??? ?????? ???? ?????,hate,angry
"????????, ????????????? ??????????? ???? ??? ???",hate,angry
???? ????? ??????? ????? ??????? ??????,hate,sad
? ?????? ????? ????? ??? ????? ??? ?????? ?? ???? ?????,hate,angry
"??? ??????? ???? ?????? ????, ?? ?????? ???? ??? ??, ????????? ??? ????",hate,angry
???? ??? ??? ?????? ???? ???? ?????? ?????? ???? ????? ?????? ???? ???? ??????,hate,angry
??? ?? ???? ?????? ?? ?????? ???? ???,hate,angry
???? ???? ????,hate,angry
????? ???? ?? ???? ???? ???,hate,angry
????? ???? ?????? ??? ??? ,hate,angry
??? ??????? ????,hate,angry
??? ???????? ???? ?????? ?????,hate,angry
???? ?? ???? ?????? ??? ??? ???? ???,hate,angry
????? ????? ???????? ??? ????? ???? ???? ????,hate,sad
??? ????????? ???? ??????? ??????? ???? ???,hate,angry
??????? ??? ?????? ?????,hate,angry
?? ?? ?? ???? ??,hate,sad
?????? ????,hate,angry
?? ???????? ????? ?? ???? ????? ???? ,nonhate,sad
? ???? ????? ????? ?? ??? ,nonhate,sad
?? ???? ?? ????? ??? ???,nonhate,sad
"???? ???,",nonhate,angry
?? ??????? ??? ???? ??? ???? ????? ?????,nonhate,sad
?????????? ??? ???,hate,angry
???????? ??,hate,angry
?? ?? ??? ??? ???? ???,nonhate,sad
????? ???? ?? ???? ???? ????? ???,hate,angry
????? ??????? ????? ??? ???? ??????? ????? ??? ???? ??????? ????? ??????? ,hate,angry
?? ????? ?? ????? ??? ???? ?? ????? ??????? ???? ??????? ??? ???,hate,sad
?? ?? ????? ???? ???? ??????? ????,hate,sad
"??? ???? ?????, ??, ??, ??,",hate,angry
???? ????? ??? ???? ,nonhate,sad
??????? ?????,hate,angry
??? ????? ??????,nonhate,sad
????? ???? ???? ????? ??? ??????? ???,hate,angry
?? ????? ????? ???? ????,hate,sad
???? ??? ??? ?? ???? ??? ?????,hate,angry
????? ???? ???? ???????? ???,hate,angry
???? ??? ???? ???? ???? ??? ??? ????? ???,hate,sad
??? ????? ???? ???? ???? ???? ???? ??,nonhate,sad
???? ????? ??????,hate,angry
"?? ?? ?????? ???, ???? ??? ?? ?? ????? ????",hate,sad
????? ????? ???,hate,angry
?????????? ??? ??? ???????,hate,sad
??? ???? ????? ????? ???? ???? ??? ???? ??? ??,hate,sad
?? ??? ?? ????? ????? ?? ???? ? ???,hate,angry
????? ??? ???? ????,hate,sad
??? ???? ???? ????????? ?????? ,nonhate,sad
??? ?????? ??? ???,hate,sad
??? ???????  ?????? ?????? ????? ???? ,hate,angry
???? ????? ??? ????? ????? ??,hate,sad
?? ?????? ????? ????? ??? ???? ????? ??? ????????,nonhate,sad
????? ??????,hate,angry
????????? ??????? ?? ??,hate,angry
?????? ?? ?????,hate,angry
????? ???? ??????? ??? ????? ??????? ?? ??????? ?? ??????,hate,sad
??????? ?? ?????? ?? ????? ???? ?? ????? ??? ???? ?????? ???????????,hate,angry
"????? ???, ",hate,angry
???? ???? ??,hate,angry
??? ??? ??? ?? ????? ,hate,sad
??? ??? ?? ???? ,hate,angry
???? ???? ???????? ??? ???? ??? ?? ????,nonhate,sad
????? ????? ???????? ????? ?? ??? ??.,nonhate,sad
???? ????? ???? ?? ???? ????,nonhate,sad
?? ?? ??????? ????? ?????? ??? ?????,hate,angry
??? ???? ???? ???? ????,hate,sad
????? ??? ??? ??? ????,hate,sad
???? ?????? ?????? ,hate,angry
???? ??? ??????? ?? ????????? ????? ?????? ???? ?????? ???? ???? ?????? ,hate,sad
?? ???????? ???? ????? ?? ????  ??? ,hate,sad
"????? ???? ?? ??? ??? ???, ?????",hate,angry
????? ??? ?? ??? ??? ??? ????? ??? ??????,nonhate,sad
???? ???????? ??? ???? ???? ???? ????? ?? ???,hate,sad
???? ????????? ??????,hate,angry
??? ?? ?? ??? ????? ????? ??? ?? ????? ???????? ??? ?? ??? ?????,hate,sad
?? ??? ???? ??? ??? ???? ??????? ?????,hate,angry
??? ?????? ??????? ???? ?? ?? ???? ???? ??? ???? ??? ??? ???? ?????? ???? ????????,hate,sad
??? ???? ?? ???? ??????,hate,angry
?????? ????? ?????,hate,angry
"???? ??? ????? ???? ???? ??? ??? ??? ????? ??? ??, ??? ????? ???? ?? ????,",hate,sad
??? ???? ???? ??? ???? ??? ????,hate,sad
??? ??? ????? ??? ???,hate,angry
?? ???????? ?????? ???? ?? ???? ???? ???? ?? ???? ??? ??? ????? ,hate,sad
?? ?? ???????? ??????? ???????? ??? ?? ????? ??????,hate,angry
"?????? ????? ??????? ?????? ??????, ???? ???? ??",hate,sad
????? ??? ??? ????? ??? ???,hate,angry
???? ???? ??????? ????? ??? ??? ????? ??,hate,sad
??? ???????? ?? ??? ???? ?????? ??????? ??????? ?????,hate,sad
?????? ??? ??? ????? ???? ?? ???? ?? ?? ?? ??????? ????,hate,sad
??? ?? ?????? ???? ???????? ????? ???? ???? ??????,hate,sad
"?? ?? ??? ????, ??? ??? ????? ??? ??? ???? ? ????? ????, ???? ????? ?????",hate,sad
"??? ???????? ????, ?????? ????? ????? ?????? ??? ???? ???",hate,sad
??? ???? ???? ???????? ???? ?? ?? ????? ????,hate,angry
?? ?? ???? ????? ?????? ???,nonhate,sad
??? ????,hate,angry
"???? ?????? ????? ?????? ??? ??? ???, ???????????",hate,angry
?? ????? ???? ???? ???? ????????? ?????????? ??????,hate,angry
??? ??? ????? ?? ???? ? ??? ?? ????????,hate,sad
"????? ???? ??????? ??????, ???? ????",hate,angry
?? ???????? ?? ?? ??????? ?????? ????? ?????,hate,angry
??? ????,hate,angry
?? ?? ?? ?? ?????? ,hate,sad
?? ?? ?? ???? ???? ??? ?? ????? ???? ???,hate,angry
??? ???? ??????,hate,sad
?????????? ??? ????? ? ???,hate,sad
"????? ????????, ????? ?????, ????? ??? ????? ??? ????? ???? ",nonhate,angry
???? ????,hate,angry
????? ???? ?????? ??? ???? ???? ?? ????? ????? ?????? ??,hate,angry
???????? ???? ???? ???????? ???  ,nonhate,sad
??????? ??? ??? ??????? ???,nonhate,happy
?????? ?????? ????? ???? ?? ?????? ??? ???,hate,sad
?? ?????? ????? ?? ???? ? ????? ???? ??,hate,angry
????? ????? ???? ??? ?? ?? ?????? ???? ???,hate,sad
????? ?? ??? ???? ???? ?????? ????,hate,angry
?? ?? ????????? ?? ??? ,hate,angry
????? ???? ??? ???? ??? ??????? ???? ???? ???? ,hate,angry
??? ???? ?????? ?? ????? ?????? ?????? ,hate,angry
???? ?? ??? ???? ????? ??? ????? ????? ????,hate,angry
??? ???? ?????? ??????? ???????? ??? ????? ?? ,hate,sad
??? ?????????? ????,hate,angry
?? ????? ?? ???? ????? ??? ?????? ?????,hate,sad
???? ???? ????,hate,angry
?? ??????? ??????? ?????? ???? ????? ???? ???? ???? ??????? ?????? ???,hate,sad
?????? ???? ???? ???????? ???? ??? ???? ??????? ???? ???? ??,hate,sad
????? ?????????? ?? ? ????? ??? ???? ??????? ??? ? ???? ???? ??? ??????? ,hate,angry
??????? ??? ???? ??.,hate,sad
??? ????? ???????? ?? ?? ?????? ?????!,hate,sad
??? ??? ????? ???? ?????? ???? ????????,hate,angry
????? ?? ??? ???? ??? ????? ??? ????????? ???,hate,sad
???????? ????? ?? ????? ??.,hate,sad
?????? ???????,hate,sad
???????? ?????? ,hate,angry
?????? ??? ?? ?? ????? ?? ??????? ??? ????? ???,nonhate,sad
??????? ?????? ?? ??????,hate,angry
??? ??? ??? ????,hate,angry
???? ?? ???? ???? ?? ?????,nonhate,sad
????????? ??? ??? ??? ???? ??? ????? ???? ??? ??? ????? ???? ????,nonhate,sad
????? ?? ?? ???,hate,sad
???? ???? ?????? ??? ?????,hate,sad
"??? ??? ?? ?? ????  ???? ???? ??? ???,",nonhate,sad
??? ??? ?????????? ?? ???,hate,sad
?????? ???? ???? ???,nonhate,sad
??? ?? ???? ??? ???? ?? ????? ????? ??? ???????,hate,angry
????? ????? ????? ????? ??? ??????,hate,angry
?? ????? ????,hate,angry
??? ????,hate,angry
?????????,hate,angry
????? ????? ??????? ????? ???? ???????,hate,sad
???????? ???? ???????,hate,angry
????? ???? ????,hate,angry
??????? ????? ,hate,angry
???? ??????? ??? ?????  ???? ????? ????,nonhate,sad
??????? ????? ?? ??????,hate,sad
????? ??? ???-??? ??? ?????? ?????? ,nonhate,sad
???? ??? ????? ??? ???????? ??????,hate,sad
???????? ?????? ?????? ,hate,angry
?? ????? ??? ???? ???????? ?? ????,hate,angry
?????? ?????? ????? ???? ??????,hate,angry
??? ???? ?????? ??? ??? ? ???? ?????? ,hate,angry
??? ???? ?????,hate,angry
???? ????? ??? ???,hate,angry
??? ???? ???? ????? ??????? ???? ?? ???,hate,sad
???????? ????? ???? ????? ??? ????,nonhate,sad
?????????? ?????? ??????,hate,angry
"?? ???? ?????, ?? ???????? ????? ????? ???? ??? ?????? ???? ????? ???? ?? ??????",nonhate,sad
????? ??????? ?? ???? ???????,nonhate,sad
?????? ?????,hate,angry
???? ???????? ??????? ????????? ?????,hate,angry
"?? ?????? ?? ?????? ??????? ???? ???????? ??????? ????? ???? ????? ?????? ??????,",hate,sad
"????? ???? ????? ?????????? ??? ????? ????????? ??? ????? ??? ??? ??? ??????? ????? ???? ????,",hate,sad
"?????? ??? ??? ???? ??? ?? ???,???? ?????? ?? ?????? ???? ",hate,angry
????? ?????,hate,angry
?????? ????? ??? ???? ???????? ???? ???????? ??????? ??????,hate,sad
??????? ?? ???? ??? ???? ???? ??? ?? ???? ??????,hate,sad
??? ?? ????? ?????? ????? ??? ??? ????? ??? ,hate,sad
"?? ?????? ???? ???? ????? ??? ?????? ??????, ",hate,sad
???? ??? ????? ??? ?? ??? ???????? ?? ???? ??????,hate,sad
?? ?????? ???? ????? ??????? ?????,hate,angry
"???? ????? ???? ????, ??? ???? ?????? ????? ??????",hate,angry
?? ?????? ?????? ?????? ????? ??? ??? ?????????? ?????? ??? ????? ???? ?????,hate,angry
??? ? ?? ???? ????? ???? ?? ??????? ?????? ??? ????? ???? ??!,hate,sad
????? ??? ?? ?????? ?????? ????? ?? ??? ???,hate,angry
"????? ?? ????? ??? ???, ????? ????",hate,sad
????? ????? ???? ???? ???? ?? ???? ?????????,hate,sad
????? ????,hate,angry
???????? ?????? ????,hate,angry
?????? ?????? ???? ?????????? ,hate,sad
? ??? ???? ?? ?????,hate,angry
???? ???? ?????? ???,hate,sad
??? ??? ?????????? ?? ???,hate,sad
????? ??????? ???????? ????? ????? ???,hate,sad
?? ??? ????? ???? ?? ?????? ???? ??? ???? ?????? ????,hate,sad
??????? ??????? ??????? ?? ????? ????? ??? ?? ????? ??? ??? ??,hate,sad
?????? ????? ?????? ???? ???? ????? ???? ???? ?????? ?????,nonhate,sad
??????? ??????? ??? ??? ?????? ????? ????? ???? ?? ??????? ??????? ??? ??? ??????? ??,hate,sad
?? ???????? ?? ????? ??? ??? ?? ?? ????  ???????? ??????? ???? ????? ???? ??? ???,hate,sad
??? ??? ?????? ?? ???? ?????????,hate,sad
???? ???? ????? ????? ??,hate,sad
???? ??? ??? ?????? ????????? ?? ????,hate,sad
????? ???? ??????? ??? ??? ??????,nonhate,sad
?? ????? ?? ???? ????? ???? ???? ????,hate,angry
????? ?? ?? ???? ?? ? ???????? ??? ????,hate,sad
???? ?? ?????? ??? ????? ????? ?????? ???,nonhate,sad
????? ?????? ???????,hate,sad
???? ???? ???? ?????? ????? ??? ??,hate,sad
??? ??? ?????? ????? ?? ??? ???? ??????? ?????,hate,sad
?? ?? ?????? ? ??????? ???? ?? ???? ?????? ?? ???? ??? ?????? ?????,hate,sad
"???? ?????? ??, ???? ????? ??????????? ?????? ????",hate,sad
???? ??????????? ?? ???? ?????,hate,sad
????? ??? ?????? ???? ??????? ?? ????? ??? ???????,hate,sad
???? ????? ??????? ???? ???? ?????? ???,nonhate,sad
??? ?? ???? ???,hate,sad
?????? ?????? ???????? ??????? ??? ?? ????? ????? ???? ?????????? ??????? ??????? ??? ???? ??,hate,sad
????? ????? ????????? ???? ??? ???? ????? ???? ?????? ??? ???? ????? ???? ??????? ?????? ???? ??????,hate,sad
????? ?? ??????? ?? ???? ?????,hate,sad
???????? ???? ,hate,angry
???? ??? ????? ??? ????? ???? ??????????? ????? ????,hate,sad
?? ??? ??? ????? ???? ????? ???? ??? ??? ???? ??,nonhate,angry
????? ??? ??????? ?? ???????? ???????? ???? ????? ??? ,hate,sad
????? ???? ??? ?? ??? ???? ??????? ??? ??????????? ????? ????? ?? ??????,hate,angry
?? ????? ?? ????? ????????? ??? ????,hate,sad
?? ????? ?? ?????? ???? ??????? ?? ????????? ????? ?? ????? ?????,hate,sad
?????? ??? ??? ?? ?????? ??? ????,hate,angry
????? ??? ?????? ????? ??????? ???? ????? ????? ??? ???????,hate,angry
???? ????????? ?? ?????????? ????? ???? ????,hate,sad
"?? ???? ???????? ????? ???? ??? ??? ????, ?????? ?? ???? ???? ???? ????? ",hate,angry
????? ???????? ???? ,nonhate,sad
??????? ??? ????,hate,sad
?????? ???? ??? ????? ????? ,hate,angry
?????? ?????????? ???? ????? ?? ???? ?? ????? ????? ?????? ?? ?? ?????,hate,sad
"?? ?? ?????? ???? ?????, ????? ?? ?? ?? ????? ????? ???.",nonhate,sad
?? ???? ????? ???? ???? ????? ???? ???? ?????? ????? ????? ??????? ???,hate,angry
??? ?????? ?????? ????? ??????? ??? ??,hate,angry
??????? ?????? ,hate,angry
???????? ????? ?????? ????????? ,hate,sad
??? ?????? ???????? ????? ???? ???? ,hate,sad
