Comments,HateSpeech,Emotion
দুদ হিলা ছাড়া কি জানিস।,nonhate,sad
ফকিন্নি শাকিব নকল করছে এনিমেলের লোক। ফালতু ক্যারেক্টরের বাচ্চা,hate,sad
কারণ এদের জন্ম হয়েছে কোন এক রাস্তার মধ্যে,nonhate,sad
নষ্ট করে দিলিরে সাকিব দেষটাকে,hate,angry
সব গুলো নটি এদের ভোদায় নাই পটি,hate,angry
সবাই'কে একটা করে বাচ্চা দিয়ে দাও।,nonhate,sad
"গভীর প্রেমও,গভীর ঘৃনায় পরিনতি হতে পারে,,প্রেম ধীরে মুছে যায়",nonhate,sad
তাও এদের লজ্জা কম জে বিচ্ছেদ এর পর সামনাসামনি আসে কেমনে,hate,sad
"এই তাহসানের কারনে সমস্ত পুরুষদের কলঙ্ক হলো,শালা নির্লজ্জ",hate,sad
তাহসান ভদ্র আর মিথিলা নষ্ট চরিত্রের অধিকারীনী,hate,sad
"তাহসান জাস্ট একটা অমানুষ,তা না হলে কি করে আবার অভিনয় করে ওর সাথে",hate,sad
তাহসানের রুচি হলো কিভাবেে এক টেবিলে বসে কথা বলার।,nonhate,sad
তাহসানেরও ব্যক্তিত্বের অবক্ষয় ঘটেছে।,nonhate,sad
"এই দুইটাই তো নির্লজ্জ ,না হলে কি আবার এক সাথে কাজ করতে চায়",hate,sad
কোন নারী পরকীয়ার করে নিজের সংসারটা না ভাঙ্গুক।,nonhate,sad
চেলেরা যে থুথু একবার মুখ থেকে পেলে দেয় সেটা আর মুখে নেয়না,nonhate,sad
কত বড় বেহাইয়া একসাথে নাটক করে ছি,hate,sad
ওদের শরম লজ্জা নাই।,hate,angry
দুইটা খারাপ তা না হলে কি আবার এক হয়।,hate,sad
বারো বাতিরি দিকে না তাকানোই ভালো,hate,angry
তাহসানের রুচির অভাব আছে।,nonhate,sad
অসভ্য চরিত্রহীন মহিলা,hate,angry
বেয়াদব মহিলাকে আইনের আওতায় আনা উচিত।,hate,angry
এই মহিলা অনেক ক্রিমিনাল বুদ্ধি ,hate,angry
ইলারে রিমান্ডে নেয় না কেরে,nonhate,sad
এই মহিলা বেশি খারাপ ভাই ,hate,sad
নষ্ট মহিলা।এরা সমাজের ক্যান্সার।,hate,angry
এই বুড়িটা গণহারে জুতা নিক্ষেপ ছাড়া থামবে না।,hate,sad
বুড়া বেটি কিভাবে মামুনের জীবন নষ্ট করলে,hate,angry
এই মহিলাকে লজ্জার একটা ভ্যাকসিন লাগিয়ে দেন লজ্জাহীন মহিলা।,hate,sad
মেয়ে জাতির কলঙ্ক।,hate,angry
এই মহিলা বর্তমান সমাজের ব*** ও ক্যান্সার।,hate,angry
"নির্লজ্জ, বেহায়ার আওয়ার্ড থাকলে ওরাই পাইতো",nonhate,sad
আপনার শোতে এমন একটা নটিকে দেখব ভাবতে পারিনি,nonhate,sad
ব্যাশরম মহিলা,hate,angry
চরিত্র হিন একটা মহিলা আবার হাসে কেমনে নির্লজ্জ।,hate,sad
বেজন্মার বাচ্চা ,hate,angry
সম্পূর্ণ একটা নষ্ট মহিলা,hate,angry
এই মহিলাকে বান্দরের ওলা লাগায় দেওয়ার দরকার,nonhate,sad
এই থার্ড ক্লাস বেডি একটা মাদারবোর্ড,hate,angry
এই আপু তিক্ত কথাই সবাই হার মানায়,nonhate,sad
বাজে একটা মেয়ে,hate,angry
"সমাজ নস্ট করার জন্য , একজন খারাপ মহিলাই যতেস্ট।",hate,sad
"এদের লাইফ স্টাইলটা কার্তিক মাসের কুকুরদের মত,,, ",hate,angry
কিছু চ্যানেলের কাজ কামই আজাইরা জিনিস প্রমোট করা। ধিক্কার নাগরিক টিভি,hate,sad
"বেয়াদব, বেলাজ মহিলা",hate,angry
খালাম্মার একখানা দুইটা কন্যা আছে,nonhate,happy
ফকিন্নি কোথাকার।,hate,angry
এই মহিলা হোস্ট হওয়ার যোগ্য নন্।,nonhate,sad
এরা আমাদের সমাজের আর্বজনা এবং ভাইরাস,hate,angry
বাংলাদেশের যে পরিমাণ সাংবাদিক পৃথিবীর অনেক দেশে এত পরিমান জনসংখ্যা ও নাই ,nonhate,sad
এই নির্লজ্জ বেহায়া লুচ্চা মহিলার বিচার হওয়া উচিত।,hate,sad
"সাংবাদিক আপু কিন্তু সেই লেভেলের, ",nonhate,happy
"বেস্যা হয় এইদেশে সেলিব্রিটি, আপসোস!",hate,sad
এরা সমাজের জন্য হুমকি...,nonhate,angry
এরেও রিমান্ডে নেওয়া উচিৎ,nonhate,angry
এই নারীর কচি ছেলে হজম এর রোগ আছে শুধু। অন্য কিছু দেখবেন না।,nonhate,sad
"বুড়া বেডি কত ঢং করে ভাই,",hate,sad
বাল পাখনা বুড়ি মহিলা ,hate,angry
মামুন কে জিগোলো বানিয়ে ছে -এই মহিলা।,nonhate,sad
মামুন আর লায়লাকে এক সাথে রিমান্ডে দিলে উচিত বিচার হবে,nonhate,angry
"অসভ্য নষ্টা মহিলা, বিয়ে না করে একটা অবোধ শিশুকে ধর্ষণ করেছিস?",hate,sad
এই লাইলা হইলে রাস্তার মেয়ে,hate,angry
"এই মহিলা সমাজের আবর্জনা, জরুরী আইনের আওতায় আনা হোক",hate,angry
এমন টাইপের বয়ফ্রেন্ড কোথায় পাওয়া যায়? ,nonhate,sad
গার্লফ্রেন্ডের জন্ম হওয়া উপলক্ষে এরকম গিফট কবে যাবে সেই আশায় আছি ,nonhate,sad
এমন বিএফ কই পাওয়া যায় ,nonhate,sad
এইজন্য পড়ায় মন বসাতে পারি না,nonhate,sad
এর ভ্যাকসিন সহজলভ্য করা উচিত কারন এটা পুরো বাংলাদেশ ছেয়ে গেছে!,nonhate,sad
এটা রাসেল ভাইয়া না ,nonhate,sad
এগুলা টিকটকার মামুন আর লায়লার রুমে ছেড়ে দেওয়া হউক,nonhate,sad
বেডা মানুষের বেশিরভাগ ছ্যাকা দেয়,nonhate,sad
"ফালতু চরিত্রহীন মেয়েগুলো এরকমই বলে, চামড়ার শরীর আর মুখ বলে কথা,,",hate,sad
সবাই তুমারে সুদে দিলো আমি বাদে ,nonhate,happy
অতিত ছাড়া জীবন সুন্দর করা যায় না,nonhate,sad
যে অতিত ভূলে যায় সে বেইমান। ,hate,sad
তুই তো নষ্টা,hate,angry
অতীত মনে না রাখেল সেই তো অমানুষ।,hate,sad
"অতীত ভুলে যাওয়ার কোনো উপায়-ও তো নাই,,",nonhate,sad
আপনাদের অতীত বর্তমান ভবিষ্যত অন্ধকার ,nonhate,angry
অসৎ আনন্দের চেয়ে পবিত্র বেদনাই ভালো,nonhate,sad
খাওয়া দাওয়া শেষ সোনার বাংলাদেশ ,nonhate,happy
অতীতে একা মারতো এখন সবাই মারে সামলাতে পারো না,nonhate,sad
মা*** ব্যবসায়,hate,angry
"আরোহী মিম না বলে মারা গেছে তাহলে, এই পোস্টদাতা কে....",nonhate,sad
মানুষ পালার চেয়ে প শু পালা ভালো।,nonhate,sad
শিক্ষিত ব্যক্তি দূর্জন হলেও পরিত্যাজ্য।,nonhate,sad
লজ্জা বলতে কিছু নেই তাহসানের,hate,sad
তাহসানের ব্যক্তিত্ব বলতে মনে হচ্ছে কিছুই নাই। লজ্জা থাকা উচিত ,hate,angry
অতি ভদ্র চোরের লক্ষন।,hate,sad
"তাহসান ব্যাক্তিত্ব হারালি,আর মিথিলা তো এমনিতেই শেষ ",hate,angry
তাহসান কে ভালো ভাবতাম ওই শালা বেশি খারাপ,hate,angry
অনেক লাইক করতাম তাহাসান কে।কিন্তু এখন অনেক ঘ্রিনা করি,hate,sad
টাকায় কি না করে তাহসানের এই ভিডিও না দেখলে বুঝতামনা ,nonhate,sad
এদের কোন ব্যক্তিত্ব নেই সৃষ্টিকর্তা এদের লজ্জা শরম না রেখে পৃথিবীতে পাঠিয়েছে,hate,sad
লজ্জা না থাকলে যা হয়,nonhate,sad
তরারে কি মনে করে যে মানুষ আইডল মনে করে বুঝিনা ,nonhate,sad
ওদের লজ্জা শরম বলতে কিছু নাই,hate,sad
"মিথিলা তো বেদব, কিন্তু তাহাসান ভাই টাকার জন্য তার ইজ্জত বিক্রি করেছে।",hate,sad
"এদের লজ্জা শরম বলতে কিছুই নাই,,,",hate,sad
সমাজ ধ্বংস করার জন্য এমন কয়েকটা কনডম এক্সিডেন্টের বেজন্মাই যথেষ্ট....,hate,angry
নিলজ্জ কোথাকার টাকার জন্য ব্যক্তিত্ব চিন্তা করে না,hate,sad
"ছি,,ছি, ছি,,সালার কোন লজ্জা শরম নাই",hate,sad
চরম বেহায়া বাল চিরা তাহসান।,hate,angry
দুইটাই নির্লজ্জ বেহায়া,hate,angry
নির্লজ্জ সমাজ টা নষ্ট করে দিচ্ছে,hate,angry
অবশেষে বুঝলাম তাহসানের লজ্জা নেই,hate,sad
খাওয়া জিনিস নিয়ে তো সংসার শুরু করছে নতুন করে ,nonhate,sad
"আপু এদের লজ্জা শরম নাই,",hate,sad
ওই যে বলেছিলাম না আল্লাহ ছাড় দেন ছেড়ে দেন না সময় চলে এসেছে তানিশার,nonhate,sad
এদের ভিডিও দেখতে আর ভাল লাগে না অস্থির হয়ে গেলাম,nonhate,angry
আসলে খাওয়া জিনিস ছাড়া পায় না ,nonhate,sad
নষ্ট মেয়ে কিভাবে গলাবাজি করে,hate,angry
নাজিম এর জন্য জুতা তানিশা ওর জন্য ঝাডু,hate,angry
খাওয়া জিনিস খায়না। উনি ডাস্টবিনের ময়লা খায় এখন।,nonhate,sad
ওই মেয়ের তো আমার পায়ের পাশে দাড়ানোর কোনো যোগ্যতা নেই ফকিন্নির ভাব বেশি,hate,sad
"তানিশার মতন নোং,,রা মেয়ে পৃথিবীতে নাই",hate,sad
পিপীলিকার পাখা গজায় মরিবার তরে।।। তানিশার দশা হয়সে এমন।।। ফালতু একটা মেয়ে সহ্য হয় না ,hate,angry
চুদানির পুতেরে নিয়া আর ভিডিও বানাইয়ে না আপু এগুলো দেখতে দেখতে জীবন তেজপাতা,hate,sad
জামাই চোর উরপে বেষ্ট ফ্রেন্ড,hate,angry
বীর্য যে ধরে রাখতে পারে সেই আসল পুরুষ।,nonhate,sad
দুটা দুধ নিয়া ভাবতেছ নারী। কুওার তো ৬টা দুধ।,nonhate,sad
পাবনার ঠিকানা মনে হয় ভুলে গেছে সবাই।,nonhate,sad
এক দফা এক দাবি একে আয়না ঘরে রেখে আসা হোক।,nonhate,sad
লাস্ট পর্যন্ত ৩০০ টাকায় রাজি করাইছি বেশি না মাত্র ৭ মিনিট ,nonhate,sad
হাউন কাকার কাছে পাঠানো হক তাকে দিয়ে দেবে,nonhate,happy
কোন দেশের ইংরেজি এটা ভন্ডামি বন্ধ করেন,hate,sad
রিয়া কে ঘরে বন্ধ করে দিলে কী হবে? বান্দরিয়া,nonhate,sad
বউ তো টাকা পয়সা নিয়া ভাগছে ,nonhate,sad
বুক চিন চিন করছে হায় মন তোমায় খাটে চায়।,nonhate,sad
ধিক্কার জানাই কনডম কোম্পানিকে এত পরীক্ষার পরও কিভাবে দূর্ঘটনা ঘটে,hate,sad
"ঝালমুড়ি খাইয়া ""টুনটুনি"" তে হাত দিছিলাম এখন আমি গান ছাড়াই নাচতেছি"".!",hate,sad
চুদা নির পুত,hate,angry
"মিরাজ সবকিছু দেখছে,, এবং ইউজ করছে। আমাদেরকে কি দরকার",nonhate,sad
একদিন দেখি ওড়না নাই অন্য দিন দিকি হিজাব আহা ,nonhate,sad
দেখলে কদু পাগল ও টাবিগ খান,nonhate,sad
স্বপ্নের কদু মাসি তোমাকে জাদুঘর এর রাখতে চাই ,nonhate,sad
এমন একটা জল হস্তি নদী থেকে লোকালয়ে আসলো কিভাবে,nonhate,sad
ঠুট গুলো কি করছে সার্জারি করে ,nonhate,sad
ওরা কোন বাবা-মায়ের সন্তান আল্লাহ জানে,nonhate,sad
এরা সরম লজ্জা নেই,hate,angry
টাকা থাকলে পুরুষ জদি বুড়াও হয় বালো মাল বিয়া করতে পারে।,nonhate,sad
টাকা থাকলে সব সম্ভব রে পাগলা ,nonhate,happy
তুমি কোন শহরের মা* গি লো লাগে উরাদুরা,hate,sad
"এ তো চিকনাকে বিয়ে করে নি,বিয়ে করছে ওর টাকাকে""",nonhate,sad
"জীবনে এমন একটা মেয়ে চাইছিলাম,, সব কিছুর বিনিময়,, কিন্তু আজও মিললোনা",nonhate,sad
বারো ভাতারি ২ জনই তোমরা,hate,sad
হয়তো ছেলেটার টাকার জন্য আপনি তাকে ভালোবেসেছেন,nonhate,sad
কি ভয়ংকর দেখতে,hate,angry
"মেরে না ফেলে আবার সমুদ্রে ছেড়ে দেবার মানে কি,",nonhate,angry
সমুদ্র পারে অশ্লীলতা নিয়ন্ত্রণে ইয়েলো বিলিড একান্ত প্রয়োজন,nonhate,sad
পাগল এর বংশ দর,hate,sad
নামেই তো ভেজাল রোগসান,nonhate,sad
"বেক্কল ডাকতেছে আপা, আবার চায় ছবি",nonhate,sad
ছবি দেন আর নাহ্ দিলে বোলক দে,nonhate,angry
অহংকার পতনের মূল এনা অবা,hate,sad
দুঃখজনকভবে আমার নামও রোকসানা,nonhate,sad
"কিছু মেধাবী এটা কে আয়না ঘর বলে জানে,আমি বালের ঘরও বলি না।",hate,sad
আমি তো ভাবছিলাম আয়না ঘরে আয়না থাকে।,nonhate,sad
পিসি মনি পিসি মনি হাবাই চটি টা দাউ না চেটে চেটে খাব ,nonhate,happy
সেটা জেনে আমরা কি করব? বা*ল,hate,sad
"ছাএলীগ,যুগলীগ,আওয়ামিলীগদের জন্য ""মুজিব কনডম""",nonhate,sad
এই পোস্ট টা যে করেছেন যে একজন খানগির ছেলে,hate,angry
ছিঃ ছিঃ ধিক্কার ।মানুষের নামের সভ্য জীব ঈশ্বরের সবচেয়ে নিকৃষ্ট সৃষ্টি।,hate,angry
ঘেন্না করি এমন ভালোবাসাকে যেটা পেয়ে গেলে কদর কমে যায়...,hate,angry
সাহিত্য বিবর্জিত মানুষ লোভী হয় আর তা সকল দুর্ভোগের কারন।,nonhate,sad
"আমি হেডলাইনটা এমন পড়েছি, ডাইনির গল্প। ",nonhate,sad
বন্ধ কেবিনে বন্ধী হই দুজন! কথাটা কেমন জানি লাগলো অশ্লীল,hate,sad
এই লোক চিটার কয়েকবার গ্রেফতার হয়েছে।,hate,sad
দালাল টিভি চ্যানেল...,hate,angry
এই লোকটাকে এইসব বাটপারির জন্য কয়েক বার পুলিশ ধরে নিয়ে গেছে।,nonhate,sad
"এটা একটা প্রতারণা। আর এসব খবর ও আর,টিভি প্রচার করে। সত্যি কি বিচিত্র",hate,sad
এই মারাত্মক লেভেলের ভন্ড।,hate,angry
"কলঙ্কীনি রাধে গুলো নিয়ে আবার গবেষণা করা লাগে,",hate,sad
"জন্মের ঠিক নাই যারা ভুল, মিত্যা ছড়ায়",hate,angry
এ হালারপো হালারা তোমাগো দারে যে ভাইরাল হয় তারেই কি লিং থাকে।,hate,sad
এই হালাই কি শুধু বুড়ি পছন্দ করে,hate,angry
শালা বাটপার মাগির দালাল রাজাকার,hate,angry
এই শালায় পাবনা কারো থেকে কিভাবে ছাড়া পাইল,nonhate,sad
"বিয়ে ছাড়াই, ডেইলি হানিমুন হলে কারী বা বিয়ে করতে ভালো লাগে বলুন",nonhate,sad
মিমির নিচতলা দেখে গরম লাগে নাই,nonhate,sad
গরমে উফ বললেই তো আউট,nonhate,sad
তৃতীয় সতীনের মনে অনেক অহংকার ,hate,sad
এই মেয়ে কে জাহেদ খানের সাথে মানাবে দুই জনেই জোকার,hate,sad
এই ধরনের মন মানুষিকতা মেয়ে ডাঃ কি ভাবে হয় আগে তার চিকিৎসা দরকার,nonhate,sad
নামমিস্টি জান্নাত না রেখে শ য়তান রাখা দরকার,hate,sad
এদের ইন্টারভিউ নেই কোন সু/দা/নি/র ফুয়ার সাংবাদিকরা বা কোন চ্যানেলে,hate,sad
ওর ভাবের চোদন দেখো,hate,sad
এ যার ঘরে ঢুকবে তার শুধু ঘর না পুরো পরিবার ধ্বংস হয়ে যাবে।,hate,angry
কতো সাংবাদিক দের সাথে বেড শেয়ার করেছে। তার কোনো ঠিক নেই।,nonhate,sad
"শাকিব , একটা লুইচচা, চরিত্রহীন এবং নারী ধর্ষণ কারী পুরুষ।",hate,sad
"লজ্জার ভ্যাক্সিন তো দেশে নেই, কুকুরের ভ্যাক্সিন দিয়ে হলেও এদের শান্ত করা উচিত",hate,sad
আপনার তো তার জুতা টানার যোগ্যতাটাও নাই। ,hate,sad
ঠিক বলছেন আপু আমররো অনেক রাগ হয়...!!,nonhate,angry
নিচু মন মানসিকতার মানুষদের এমন চিন্তা করাই স্বাভাবিক,hate,sad
কিছু মানুষের জন্মই হইছে অন্যের ** নাড়াচাড়া করার জন্য।,hate,sad
সব খাওয়া সেস এ একটা বাকি ছিল,nonhate,sad
ভাই বর্তমানে মাল টা ঠিক মত খাওয়ালে যেকোন জায়গায় চান্স হয় দেশে,nonhate,sad
খানকির পোলায় মিমির কোন জায়গায় হাত দিছে! শালা লুচ্চা হালা।,hate,angry
পোস্টকারীর বোনকে নিয়ে ছবিটা করার উচিত ছিল,nonhate,sad
তোর বাবা কি পাপ করছিল জানিনা তোকে জন্মদিন।,hate,sad
আসলে এই মেয়ের সমস্যা নেই । সমস্যা এই সাংবাদিকের,nonhate,sad
ওরে আইনের আওতায় আনা দরকার। দেশটা কি ওর বাপের নাকি।,nonhate,angry
তোর মা বাবা জীবনে ভুল করছে তোকে জন্ম দিয়ে,hate,sad
আফসোস তার জন্মদাতা মা-বাবার জন্য,nonhate,sad
পরিচালক এর বিছানায় যা,nonhate,sad
তোর বাপের কোন পাপের ফল তুই আল্লাহ জানে,hate,sad
এটাতো পরিমনির থেকেও দুই গুণ বেশি,nonhate,happy
কনডম দূর্ঘটনায় এদের জন্ম হয়েছিল,hate,sad
তোর মা আর তুই এক সাথে বিয়ে কর সাকিব খাতুন রে।,hate,sad
সাকিবের মতো লুচ্চার জন্য তুই ঠিক,hate,sad
ওরে জরুরি বিভাগে নিয়ে যান তাড়াতাড়ি নিয়ে লজ্জার ভ্যাক্সিন পুশ করে দেন,nonhate,sad
রাস্তার মেয়ে. এগুলো পরিবেশ নষ্ট করে,hate,angry
তুই কি দৌলোদিয়া ঘাট থেকে আইছিলি নাকি।,nonhate,sad
এরা দেশটাকে নষ্ট করে ফেলছে,hate,sad
এদের ফ্যামিলিতে কি বাবা-মা আছে কিনা আমার জানা নাই,nonhate,sad
"সবাইতো ১২ বাতারী,,আর তুমি ১৬ বাতারী",hate,sad
কাউকে কিছুই বলার নাই পাবনাটা সোজা ওই দিকে,nonhate,sad
চৌধুরী সাহেব আমি লুচ্চা হতে পারি কিন্তু সাকিব খান নাহ ,nonhate,sad
শতানের বাইচ্চ্যা ঠেলা বুঝবি পরে,hate,angry
"আমরা অসভ্য জাতি,মেয়েটাকে উম্মোচন করার কত বাহানা",hate,angry
নষ্ট সমাজের প্রতিনিধি ব্যবসা তো ভালোই করছেন।,hate,sad
ফালতু তোরা যে রাতে ঘুমাতে যাজ তার ভিডিও দি,hate,sad
"দিন দিন ব্যস্তি হয়ে যাচ্ছে অপু বিশ্বাস, সব সময় এক জিনিস ভালো না",nonhate,sad
দেখেন কারও বাথরুম এ গিয়ে কোয়ালিটি টাইম কাটাচ্ছে,nonhate,sad
অপু আসার পর চলচ্চিত্র গান্ধা হয়ে গেছে।,hate,sad
আর তুমি আসার পর চলচ্চিত্র ধ্বংস হইছে,nonhate,angry
এরে ছাড়াও হাজার মেয়ের সাথে সম্পর্কে ছিল,nonhate,sad
বিয়ে ছারা পেলে বিয়ে করে লাভ কি।,nonhate,sad
ওর শখের নারী কয়টা সেটা বলেন,nonhate,sad
"মাথামোটা পোষ্ট দাতা জানেনা এই অনুষ্ঠানে সবসময় হাত ধরা ছিল,",hate,sad
পছন্দ ভালোবাসা যেমন তেমন টার্গেট শুধু মুতার জায়গায় গুতার তাল ,hate,sad
আরে বোকা*চো*দা এইটা সমকামীতার সিম্বল না ,hate,sad
তোগের রুচি এতো খারাপ কেন ভাই,nonhate,sad
এই বেডি আগে অনেক শালীন ছিলো,nonhate,sad
এখন বিশ্রি লাগে ,nonhate,sad
বস্তির জারো*জ লোকজনের জন্য রংধুনু আলা কোনো জিনিসই ছোড়া যাবেনা দেখছি,hate,sad
হ্যাঁ গো আপা আপনি খুব পজিটিভ উনার স্বামী নিয়ে গেছেন,nonhate,sad
এই মহিলার মুখ দেখলেই বিরক্ত,nonhate,angry
কোন পরকিয়ার রানী কে দেখলে কেনো যেনো বুমি চলে আসে ,hate,angry
অতিরিক্ত গাজা খেলে মানুষ এমন-ই গান গায়! ,nonhate,sad
"আমাদের কে, কি, বোকাচোদা পেয়েছো হুম ",hate,sad
মিথ্যা বলার জন্য লাইক দিয়ে ওঠিয়ে নিলাম,nonhate,sad
এইভাবে বোকা বানালেন আমাদের ,nonhate,sad
"আ হা রে এখন কি দিয়ে নষ্টমো কোরবে,,,",nonhate,sad
শুধু পেইজ না ওরে কক্সবাজার গণ দুলাই ও দিছে পাবলিকে ,nonhate,angry
আসলে কি বলবো কিছুই বুঝতে পারছি না এসব সব নাটক,nonhate,sad
সব পাগলের মেলা।এদের লজ্জা বলতে কিছু নেই,hate,angry
ভাই ভয়েজ করে গালাগালি করা কি সম্ভব এতো কথা লেখা সম্ভব না,nonhate,sad
কনডম দুর্ঘটনায় এদের জন্ম,hate,angry
কনডম আর মেডিসিন না থাকলে এরা প্রতিনিয়ত পেগনেট হত,hate,sad
দোষ এদের না দোষ ক*ন*ড*ম কোম্পানির,hate,sad
বাজারের সস্তা মেয়েদের মতো কথা,hate,angry
তোরে লেংটা করে ঐ জায়গা গরম পানি ঢালা লাগবে,hate,angry
বুঝছি তুমি শাকিব খানের বাচ্চার মা হইতে চাইতাছো ,nonhate,sad
"কুত্তার বাচ্চা ফুটফুটে সুন্দর, ",nonhate,happy
চিনি দিয়ে গু দিয়ে দে শালিরে লারা,hate,sad
ধরে নিয়ে পাগলা গারদে দিয়ে আসা উচিত অভদ্র একটা মহিলা,hate,sad
দুই চোরের অনুষ্ঠানে ওর(পরীমনির) না যাওয়াই উচিৎ ছিল।,nonhate,sad
আমরা এ অপমানের তীব্র প্রতিবাদ জানাচ্ছি,nonhate,sad
ঐ ২ লুচ্চার পাশে না বসাই উত্তম।,hate,sad
পুরী লজ্জা শরম নেই যেখানে সেখানে চলে যায় বিনা দাওয়াতে জেল খেটেছে লজ্জা নেই কি করে মুখ দেখায় বুঝি না,hate,sad
এই মহিলাকে দেখলেই আমার রাগ উঠে কেন জানি না,nonhate,angry
"এই ছেরির কথাই ভালো লাগে না ,অভিনয় তো দূরে",hate,angry
হাইরে সাংবাদিক গুলা জিবনেও ভালো হবে না ,nonhate,sad
সাংবাদিক রা যে কেমন আচুদা দেখো সবাই,hate,angry
"দেখলেই গা জ্বলে,খুবই বিরক্তিকর,হাবাতে নাইকা",hate,angry
কুত্তার বাচ্চা সাংবাদিকের মাইরে বাপ,hate,angry
টাকার জন্য তুমি দনের উপরেও বসতে পারবে মনে নেই ,nonhate,angry
ভারতের নায়িকা কে টাকা দিয়ে যদি বলেন ওসব করতে ওরা ওসব করবে,nonhate,happy
"মিমির মতো অহংকারী একটা নাইকাও নেই,একে দেখলেই আমার রাগ উঠে ",hate,angry
আল্লাহ যেনো তানিশার মতো ডাইনির হাত থেকে আমাদের স্বামীদের রক্ষা ক,hate,sad
শিশুদের খাদ্য ঢেকে রাখা উচিত,nonhate,sad
তোদের অত্যাচারে সারা দেশে রাসেল ভাইফারের সংখ্যা বেড়ে যাচ্ছে,nonhate,angry
লজ্জার ভ্যাকসিন পযাপ্ত পরিমানে না থাকায় এই অবস্থা আজ,nonhate,sad
তুর বউ এর পুটকিত বাড়া লাগবে সালা চুদির ভাই,hate,angry
অনেকে ঠোটের মধ্যেই মাল ছেড়ে দিবে ,nonhate,happy
শাপিক খানের রক্ষিতা ভন্ড বিশ্বাস কদু,hate,sad
এই মহিলা যে কি পরিমান মিথ্যাবাদি আল্লাহ এই মহিলাকে হেদায়েত দান করুক,hate,sad
অপু বিশ্বাস মিথ্যাবাদী শুধু প্রত্যেক কথায় শুধু মিথ্যা বলে,hate,angry
ঠিক বলেছেন আমারও মনে হয় এসব নোংরামি ছাড়া আর কিছু না।,hate,angry
সাংবাদিকদের কি বলবো চুদানির ফোয়ারা মজা লয় এরে নিয়ে,hate,angry
বিগ ফ্যান ভাই আপনার প্রত্যেকটা ভিডিওতে নিয়মিত গালাগালি করি। ,nonhate,sad
ভয়ংকর এক নির্লজ্জ প্রজন্মের উদয় হয়েছে যাদের ভবিষ্যৎ অন্ধকার,hate,angry
কি ভাই আপনার মিডিয়ার জগতে খানকির হলে আপনারা ইয়া শুরু করছেন,hate,sad
কাল সেটা আমিও বলেছি পায়েল নিজেকে অনেক চা*লা*ক ভাবে ,nonhate,sad
প্রাশাসন কে দৃষ্টি আকর্ষণ করছি এই মেয়ে কে যেন আইনের আওতায় আনা ,nonhate,angry
"অপু,বুবলী বোকা না তুমি পাবনার মানুষিক রোগী।",nonhate,sad
এইসব চাপাবাজি বন্ধ কর মার্কেটে দাম বাড়াইতে আছো না,hate,sad
অল্পতে পাকলে বাল দুঃখ থাকে চিরকাল,hate,sad
"ফাজিল মেয়ে,, পারিবারিক কোন শিক্ষা নেই এই দামড়িটার ",hate,angry
আফা গো আফা তুমি যেই অভিনয় করো দেখলে বমি আসে,nonhate,sad
মৌসুমীর জুতার সমানও আপনার মান-সম্মান নেই,nonhate,sad
"এর আসলেই লজ্জা নাই,এদের দেবদাস দেখলে বমি আসে।",hate,sad
"নিজের চুল কাটলি কেন বইন,, যে এত কষ্টের কারণ তার চুল বা** সব টাইনা ছিড়া দিয়া আসতি",hate,angry
কিছু নষ্টা মনের মানুষ তাকে সাপোর্ট দিয়ে যাবে,hate,sad
বাল কেটে কোন ধরনের কষ্ট প্রকাশ ,nonhate,sad
কে জানতো এতো সুন্দর ফুটফুটে মাইয়াটা দেশটাকে গিলে খাবে,nonhate,sad
আগেকার দিনের নাগিন মুভির কাল নাগীনীর মত,nonhate,sad
উনি তো আগেকার মানুষ তাই স্বামীর নাম মুখে নিতে লজ্জা বোধ করে আরকি ,nonhate,sad
কোথায় সানি লিওন কোথায় হাসিলিওন,nonhate,sad
আমাদের দেশের এক মিথ্যাবাদী অভিনেত্রীর কথার সাথে মিলে যাচ্ছে,nonhate,sad
"দেশের সেরা লিজেন্ড, জাতীয় পুরষ্কার দেওয়া উচিত। ",nonhate,sad
"একজন মা তার মেয়েকে বাজারে তোলছে, লজ্জা জনক বিষয়,",hate,sad
মা হলো খলিফা আর মেয়ে সানি লিওন,nonhate,sad
এই মহিলা মেয়েটার জীবন শেষ করে দিচ্ছ,nonhate,angry
বর্তমান সমাজের প্রতিটি নির্লজ্জই সুন্দর।,nonhate,sad
বুইড়া বেটি মাইয়া তে জোয়ান সাজতে চাই কত রস,nonhate,sad
"পরিমনি সুন্দরী,, তবে তার আচারণ,,,, মূর্খের মত।",hate,sad
এসব মহিলা সাপের চেয়েভয়ংকর,hate,angry
একটা নিলজ্জা বিডি রে বিয়া করছে হালা সরম নাই তর জন্য মরনের ঔষধ নাই,hate,sad
খুনি পরিবার এদেরকে বয়কট করুন,hate,angry
এ ধরনের বেয়াদবি র মানে কি?,nonhate,sad
একে আইনের আওতায় দেওয়া উচিৎ নোংরা মহিলা ,hate,angry
রাস্তার কুকুর যেমন ঘৈউ ঘৈউ করে লাফাই দেখতে ঠিক ঐরকম লাগছে।,nonhate,sad
গনহত্যাকারী ফ্যাসিবাদের সহযোগী,nonhate,angry
হেডার মেধাবী তোমরা।,hate,sad
এতোদিন পর তামিমও চামচামির সুযোগ পেলো,hate,sad
